english,vietnamese,exampleSentence,englishMeaning,difficulty,category
tenancy,thời gian thuê mướn,This is an example for tenancy.,"The occupancy of property, etc., under a lease, or by paying rent.",B1,Housing
eviction,Bị trục xuất/đuổi ra khỏi nhà,This is an example for eviction.,The act of evicting.,B1,Housing
rent control,"sự kiểm soát tô kim, tiền thuê nhà",This is an example for rent control.,Definition of rent control.,B1,Housing
housing association,hiệp hội xây nhà,This is an example for housing association.,Definition of housing association.,B1,Housing
council,hội đồng,This is an example for council.,"A committee that leads or governs (e.g. city council, student council).",B1,Housing
upkeep,sự sửa sang,This is an example for upkeep.,Maintenance; the act or effort of keeping something in good and working condition.,B1,Housing
replacement,vật thay thế,This is an example for replacement.,A person or thing that takes the place of another; a substitute.,B1,Housing
improvement,"cải tiến, mở mang",This is an example for improvement.,The act of improving; advancement or growth; a bettering,B1,Housing
inspection,kiểm tra,This is an example for inspection.,"The act of examining something, often closely.",B1,Housing
survey,khảo sát,This is an example for survey.,The act of surveying; a general view.,B1,Housing
kitchen appliance,thiết bị nhà bếp,This is an example for kitchen appliance.,Definition of kitchen appliance.,B1,Housing
refrigerator,tủ lạnh,This is an example for refrigerator.,A household appliance used for keeping food fresh by refrigeration (short form fridge).,B1,Housing
dishwasher,máy rửa chén,This is an example for dishwasher.,A machine for washing dishes.,B1,Housing
washing machine,Máy giặt,This is an example for washing machine.,"A machine, usually automatic, which washes clothes, etc.",B1,Housing
dryer,máy sấy,This is an example for dryer.,"One who, or that which, dries; a desiccative.",B1,Housing
toaster,máy nướng bánh,This is an example for toaster.,One who toasts (cooks lightly by browning).,B1,Housing
kettle,Ấm nước,This is an example for kettle.,"A vessel for boiling a liquid or cooking food, usually metal and equipped with a lid.",B1,Housing
coffee maker,máy rang cà phê,This is an example for coffee maker.,Any of several different types of kitchen apparatus used to brew and filter coffee.,B1,Housing
paint,"vôi màu; sơn, quét sơn",This is an example for paint.,"A substance that is applied as a liquid or paste, and dries into a solid coating that protects or adds color/colour to an object or surface to which it has been applied.",B1,Housing
wallpaper,dấy dán tường,This is an example for wallpaper.,Decorative paper-like material used to cover the inner walls of buildings.,B1,Housing
tile,Gạch,This is an example for tile.,"A regularly-shaped slab of clay or other material, affixed to cover or decorate a surface, as in a roof-tile, glazed tile, stove tile, carpet tile etc.",B1,Housing
flooring,Lót sàn,This is an example for flooring.,To cover or furnish with a floor.,B1,Housing
hardwood,gỗ cứng,This is an example for hardwood.,"(mostly in botany and forestry) The wood from any dicotyledonous tree, without regard to its hardness.",B1,Housing
laminate,Dát mỏng,This is an example for laminate.,Material formed of thin sheets glued together.,B1,Housing
vinyl,vinyl,This is an example for vinyl.,"The univalent radical CH2=CH−, derived from ethylene.",B1,Housing
ceramic,Gốm sứ,This is an example for ceramic.,"A hard, brittle, inorganic, nonmetallic material, usually made from a materal, such as clay, then firing it at a high tempature.",B1,Housing
stone,đá,This is an example for stone.,A hard earthen substance that can form large rocks.,B1,Housing
plumber,giỏ bẫy tôm hùm,This is an example for plumber.,One who works in or with lead.,B1,Housing
electrician,thợ điện,This is an example for electrician.,"A tradesman who installs, repairs and maintains electrical wiring and equipment.",B1,Housing
carpenter,Thợ mộc,This is an example for carpenter.,"A person skilled at carpentry, the trade of cutting and joining timber in order to construct buildings or other structures.",B1,Housing
decorator,người trang trí,This is an example for decorator.,Someone who decorates.,B1,Housing
contractor,nhà đấu thầu,This is an example for contractor.,A person or company that builds or improves buildings.,B1,Housing
builder,nhà thầu xây cất,This is an example for builder.,A person who builds or constructs things.,B1,Housing
surveyor,SURV,This is an example for surveyor.,A person occupied with surveying -- the process of determining positions on the earth's surface.,B1,Housing
inspector,THANH TRA,This is an example for inspector.,A person employed to inspect something.,B1,Housing
communal,của công,This is an example for communal.,Pertaining to a community,B1,Housing
shared,đã chia sẻ,This is an example for shared.,To give part of what one has to somebody else to use or consume.,B1,Housing
common area,Khu vực chung:,This is an example for common area.,Definition of common area.,B1,Housing
amenity,lễ nghi,This is an example for amenity.,Pleasantness.,B1,Housing
gym,phòng tập thể dục,This is an example for gym.,A sports facility specialized for lifting weights and exercise.,B1,Housing
pool,vũng nước; hồ bơi,This is an example for pool.,"A small and rather deep collection of (usually) fresh water, as one supplied by a spring, or occurring in the course of a stream; a reservoir for water.",B1,Housing
concierge,nhân viên sai phái,This is an example for concierge.,One who attends to the wishes of hotel guests.,B1,Housing
parking,tạm đầu tư,This is an example for parking.,To bring (something such as a vehicle) to a halt or store in a specified place.,B1,Housing
urban planning,quy hoạch thành phố,This is an example for urban planning.,Definition of urban planning.,B2,Housing
zoning regulation,quy định phân vùng,This is an example for zoning regulation.,Definition of zoning regulation.,B2,Housing
land use,sự chiếm hữu đất (ở địa phương),This is an example for land use.,Definition of land use.,B2,Housing
density,"mật độ, tỷ trọng",This is an example for density.,A measure of the mass of matter contained by a unit volume.,B2,Housing
